Date,Year,Open,High,Low,Close,Adj Close,Volume
2015/1/2,2015,129.639999,130.220001,128.850006,129.949997,115.868279,683700
2015/1/5,2015,128.820007,129.059998,126.110001,126.519997,112.809967,1165700
2015/1/6,2015,126.199997,127.019997,124.82,124.900002,111.365532,1349800
2015/1/7,2015,125.870003,126.650002,125.25,126.300003,112.613831,861300
2015/1/8,2015,127.889999,128.860001,127.230003,128.380005,114.46843,1089700
2015/1/9,2015,128.850006,128.850006,126.5,126.650002,112.925888,989200
2015/1/12,2015,126.769997,127.309998,125.360001,126.370003,112.676231,1026600
2015/1/13,2015,126.900002,127.489998,124.599998,125.5,111.900505,1235000
2015/1/14,2015,123.279999,125,123.199997,124.589996,111.089104,1231700
2015/1/15,2015,125,126.220001,124.400002,124.470001,110.982124,787600
2015/1/16,2015,124.470001,124.68,122.519997,123.529999,110.143974,1990600
2015/1/20,2015,123.870003,125.339996,123.660004,124.910004,111.374435,1563400
2015/1/21,2015,124.57,125.949997,124.080002,125.669998,112.052086,1030200
2015/1/22,2015,126.650002,127.690002,125.669998,127.459999,113.648109,1170600
2015/1/23,2015,127.43,127.540001,126.290001,126.339996,112.649483,1066700
2015/1/26,2015,123.550003,125.57,123.550003,124.519997,111.026711,1408300
2015/1/27,2015,122.900002,124.629997,122.5,123.199997,109.849747,1831900
2015/1/28,2015,124.190002,127.330002,122.599998,122.629997,109.341515,2334800
2015/1/29,2015,123.029999,123.230003,120.169998,121.449997,108.289375,1981000
2015/1/30,2015,119.919998,122.019997,119.919998,120.589996,107.52256,2048800
2015/2/2,2015,121.080002,122.529999,119.879997,122.220001,108.975945,2307000
2015/2/3,2015,123.550003,123.779999,122.32,123.480003,110.099419,1520600
2015/2/4,2015,122.620003,123.720001,122.459999,122.709999,109.412842,1394400
2015/2/5,2015,123.639999,124.660004,122.650002,124.610001,111.106964,1330900
2015/2/6,2015,124.150002,125.879997,123.949997,125.25,111.677597,1440900
2015/2/9,2015,125,125.690002,124.599998,125.040001,111.490372,1262800
2015/2/10,2015,125.239998,125.559998,124.489998,124.910004,111.374435,1188700
2015/2/11,2015,124.910004,125.059998,123.900002,124.349998,110.875122,1226800
2015/2/12,2015,125,125.550003,124.769997,125.360001,111.775673,1289800
2015/2/13,2015,125.5,126.980003,125.339996,126.889999,113.139885,770200
2015/2/17,2015,126.669998,128,126.169998,127.449997,113.639198,759500
2015/2/18,2015,127.440002,127.769997,126.510002,127.629997,113.799675,728400
2015/2/19,2015,127.620003,129.240005,126.959999,128.860001,114.896423,1082400
2015/2/20,2015,128.850006,129.5,127.43,129.309998,115.297646,1075800
2015/2/23,2015,128.960007,129.449997,128.139999,128.389999,114.477333,872400
2015/2/24,2015,128.580002,128.869995,127.980003,128.380005,114.46843,830400
2015/2/25,2015,128.330002,129,128.259995,128.589996,114.655655,719500
2015/2/26,2015,128.309998,128.940002,127.660004,127.900002,114.040436,1462500
2015/2/27,2015,127.980003,128.619995,127.730003,127.900002,114.040436,1249000
2015/3/2,2015,127.900002,130.380005,127.610001,130.279999,116.162529,1376400
2015/3/3,2015,129.820007,129.869995,128.919998,129.050003,115.065811,1223800
2015/3/4,2015,128.190002,128.419998,126.57,127.720001,114.51442,1996900
2015/3/5,2015,127.919998,128.080002,127,127.739998,114.532341,2209100
2015/3/6,2015,126.470001,127.050003,126.160004,126.290001,113.232254,1849200
2015/3/9,2015,126.32,126.809998,125.940002,126.25,113.196404,1934500
2015/3/10,2015,125.199997,125.589996,124.019997,124.360001,111.501823,1703800
2015/3/11,2015,124.360001,125.32,124.110001,124.220001,111.376274,1429000
2015/3/12,2015,124.650002,125.730003,124.43,125.629997,112.640503,1544000
2015/3/13,2015,125.300003,125.400002,123.089996,123.800003,110.99971,1332300
2015/3/16,2015,125.540001,125.550003,123.260002,124.239998,111.394226,1437600
2015/3/17,2015,123.900002,123.989998,122.019997,122.82,110.12104,1374400
2015/3/18,2015,122.150002,125.5,121.379997,124.809998,111.905266,1277800
2015/3/19,2015,123.839996,124.220001,122,122.010002,109.394806,1394400
2015/3/20,2015,120.830002,123.18,119.690002,121.919998,109.314095,3025100
2015/3/23,2015,121.919998,122.400002,121.629997,121.980003,109.367897,1100400
2015/3/24,2015,121.660004,122.849998,121.540001,121.550003,108.982376,1301700
2015/3/25,2015,121.769997,122.160004,120.290001,120.300003,107.861603,1008100
2015/3/26,2015,120.190002,120.879997,120.059998,120.510002,108.049881,1040100
2015/3/27,2015,120.279999,120.940002,120.050003,120.160004,107.736076,1071700
2015/3/30,2015,121.029999,121.949997,120.650002,121.519997,108.95546,846900
2015/3/31,2015,121.220001,121.669998,120.68,120.739998,108.256104,997500
2015/4/1,2015,120.580002,121.169998,119.75,121.010002,108.498199,1231700
2015/4/2,2015,120.650002,122.559998,120.309998,122.269997,109.627914,1334700
2015/4/6,2015,122.309998,122.989998,121.739998,122.260002,109.618942,1085500
2015/4/7,2015,122.080002,123.339996,122.080002,122.769997,110.076233,922400
2015/4/8,2015,122.739998,123.220001,122.019997,122.360001,109.708595,1012400
2015/4/9,2015,122.610001,123,122.169998,122.57,109.896873,1327300
2015/4/10,2015,123,123,121.489998,122.360001,109.708595,1690400
2015/4/13,2015,122.489998,122.720001,121.129997,121.220001,108.686455,1380000
2015/4/14,2015,121.300003,121.690002,120.43,121,108.48922,1566100
2015/4/15,2015,121.580002,122.330002,121.199997,121.5,108.937531,1429400
2015/4/16,2015,121.470001,121.879997,120.660004,121.239998,108.704414,1060100
2015/4/17,2015,120.389999,120.93,120.059998,120.449997,107.996078,1048900
2015/4/20,2015,121.519997,122.190002,120.919998,122,109.385818,1644200
2015/4/21,2015,122.129997,122.419998,121.07,121.230003,108.695457,1703500
2015/4/22,2015,121.309998,121.589996,120.309998,121.260002,108.722343,965100
2015/4/23,2015,121.459999,122.419998,121,121.860001,109.2603,979700
2015/4/24,2015,121.980003,122.5,121.449997,122.459999,109.798264,1042500
2015/4/27,2015,122.5,123.730003,121.970001,123.589996,110.811424,1804400
2015/4/28,2015,123.160004,123.940002,122.25,122.790001,110.094139,1563300
2015/4/29,2015,120,124.989998,119.809998,124.690002,111.797707,2635200
2015/4/30,2015,124.18,124.300003,121.239998,121.93,109.323082,3068600
2015/5/1,2015,122.25,123.660004,122.080002,122.75,110.058273,1204300
2015/5/4,2015,123.010002,123.349998,122.040001,122.269997,109.627914,826100
2015/5/5,2015,122.480003,122.830002,120.529999,120.910004,108.408524,796500
2015/5/6,2015,121.760002,121.959999,119.440002,119.849998,107.45813,1453000
2015/5/7,2015,119.43,121.029999,119.139999,120.769997,108.283005,1039000
2015/5/8,2015,122.07,122.239998,120.910004,121.019997,108.507141,1408700
2015/5/11,2015,120.709999,121.099998,118.970001,119.150002,106.830505,1696000
2015/5/12,2015,118.839996,118.839996,117.459999,117.839996,105.655937,1810800
2015/5/13,2015,117.82,118.239998,117.190002,117.809998,105.629051,1509900
2015/5/14,2015,118.760002,120.699997,118.32,120.610001,108.139549,1515300
2015/5/15,2015,120.269997,123.07,120.269997,122.400002,109.744461,1920100
2015/5/18,2015,122.019997,122.230003,121.139999,121.849998,109.251328,938700
2015/5/19,2015,121.879997,121.879997,120.739998,121.330002,108.785103,887700
2015/5/20,2015,121.779999,122.349998,121,121.480003,108.919586,1083900
2015/5/21,2015,121.330002,121.870003,121.07,121.860001,109.2603,830200
2015/5/22,2015,121.699997,122.300003,121.160004,122.010002,109.394806,1430900
2015/5/26,2015,121.220001,121.68,120.870003,121.669998,109.089943,1429900
2015/5/27,2015,121.230003,121.639999,120.669998,121.529999,108.964409,1229500
2015/5/28,2015,121.290001,122.760002,121.150002,122.75,110.058273,1354800
2015/5/29,2015,122.559998,123.330002,122.239998,122.860001,110.156921,2269000
2015/6/1,2015,123.010002,123.089996,121.800003,122.459999,109.798264,1448400
2015/6/2,2015,122.379997,122.68,121.699997,122.540001,109.869995,1212900
2015/6/3,2015,121.900002,122.82,121.900002,122.82,110.767342,1319600
2015/6/4,2015,120.900002,122.139999,120.900002,121.379997,109.468643,1691700
2015/6/5,2015,120.900002,121.739998,120.57,121.379997,109.468643,1220600
2015/6/8,2015,121.379997,121.980003,121.099998,121.790001,109.83844,2319300
2015/6/9,2015,121.93,122.300003,121.599998,121.959999,109.991753,1628700
2015/6/10,2015,122.650002,123.059998,122.029999,123.010002,110.938705,1007600
2015/6/11,2015,123.18,123.400002,122.669998,123.239998,111.146126,1103100
2015/6/12,2015,123.169998,123.309998,122.699997,123.18,111.092033,1253600
2015/6/15,2015,122.239998,122.540001,121.129997,121.220001,109.324348,1339600
2015/6/16,2015,121.080002,121.82,121.050003,121.739998,109.793335,800200
2015/6/17,2015,122.110001,122.870003,121.449997,122.669998,110.632065,1061900
2015/6/18,2015,123.019997,124.169998,122.559998,123.790001,111.642159,1032500
2015/6/19,2015,123.790001,123.809998,122.870003,123,110.92968,1216400
2015/6/22,2015,123.5,123.650002,123,123.349998,111.245338,562500
2015/6/23,2015,123.330002,123.629997,122.419998,123.5,111.380608,841000
2015/6/24,2015,123.190002,123.190002,121.779999,122.489998,110.469727,1598300
2015/6/25,2015,122.599998,122.68,121.82,122.209999,110.217224,1083800
2015/6/26,2015,121.870003,122.589996,121.32,121.580002,109.64904,1541600
2015/6/29,2015,120.779999,121.279999,118.980003,119.300003,107.592773,2066800
2015/6/30,2015,120.220001,120.349998,118.980003,119.550003,107.818245,1511700
2015/7/1,2015,120.360001,120.510002,119.010002,119.279999,107.574722,1380100
2015/7/2,2015,119.730003,119.940002,118.279999,118.900002,107.232033,1179800
2015/7/6,2015,117.940002,118.540001,117.400002,117.860001,106.294083,892200
2015/7/7,2015,117.510002,118.669998,116.739998,118.5,106.871277,1187300
2015/7/8,2015,117.970001,117.970001,116.080002,116.089996,104.697777,1171900
2015/7/9,2015,117.419998,117.660004,116,116,104.616615,1685900
2015/7/10,2015,117.169998,117.730003,116.580002,117.370003,105.852196,867600
2015/7/13,2015,118.309998,118.610001,117.82,118.470001,106.844215,1280000
2015/7/14,2015,118.389999,119.360001,118,119.269997,107.565735,875600
2015/7/15,2015,119.150002,119.540001,118.400002,118.690002,107.042633,1112400
2015/7/16,2015,118.910004,119.019997,117.93,118.209999,106.609741,1579300
2015/7/17,2015,117.800003,118.220001,116.519997,117.010002,105.527489,979900
2015/7/20,2015,116.910004,117.360001,116.279999,116.709999,105.256943,1086000
2015/7/21,2015,116.940002,117.260002,114.959999,115.400002,104.075485,995000
2015/7/22,2015,115.300003,115.980003,114.82,115.150002,103.850029,1168400
2015/7/23,2015,115.139999,115.470001,114.43,115.199997,103.895126,1339200
2015/7/24,2015,114.970001,115.43,112.629997,112.980003,101.892982,1550300
2015/7/27,2015,112.330002,112.959999,111.540001,111.82,100.846817,1312000
2015/7/28,2015,112.339996,115.57,111.730003,115.379997,104.057457,2030300
2015/7/29,2015,113.010002,116.370003,111.889999,115.93,104.553482,2795500
2015/7/30,2015,116.230003,116.580002,113.589996,114.269997,103.056374,2517300
2015/7/31,2015,114.440002,114.790001,113.620003,114.139999,102.939156,2223000
2015/8/3,2015,114.099998,114.279999,113.190002,113.629997,102.479179,876800
2015/8/4,2015,113.980003,114.830002,113.18,113.389999,102.262733,1167600
2015/8/5,2015,114.25,114.599998,113.330002,113.389999,102.262733,1110000
2015/8/6,2015,113.43,114.099998,112.940002,113.339996,102.217644,981300
2015/8/7,2015,113.110001,113.599998,112.440002,113.150002,102.046303,1536000
2015/8/10,2015,114,115.559998,113.75,115.470001,104.138634,1467900
2015/8/11,2015,114.209999,114.769997,113.43,113.980003,102.794861,958500
2015/8/12,2015,113.410004,114.050003,112.559998,113.449997,102.316849,1476900
2015/8/13,2015,113.169998,114.089996,112.949997,113.669998,102.515274,1163300
2015/8/14,2015,113.690002,114.139999,113.449997,113.989998,102.803841,850200
2015/8/17,2015,113.870003,114.360001,112.989998,114,102.812874,1146100
2015/8/18,2015,113.669998,114.029999,113.209999,113.510002,102.370964,820600
2015/8/19,2015,112.769997,113.25,111.510002,112.419998,101.387924,1073100
2015/8/20,2015,111.910004,112.93,111.639999,111.650002,100.693489,1532800
2015/8/21,2015,110.760002,111.440002,108.440002,108.610001,97.95182,2431600
2015/8/24,2015,103.57,106.18,101.010002,105.360001,95.020744,3888500
2015/8/25,2015,107.790001,107.800003,102.779999,103,92.892342,3243100
2015/8/26,2015,105.040001,105.129997,102.870003,104.050003,93.83931,3876200
2015/8/27,2015,105.790001,106.019997,103.900002,105.190002,94.867416,3116500
2015/8/28,2015,105.050003,106.769997,105.050003,106.190002,95.76931,2824700
2015/8/31,2015,105.790001,106.18,104.970001,105.75,95.372459,1967400
2015/9/1,2015,103.519997,104.25,101.980003,102.379997,92.333176,2145300
2015/9/2,2015,103.400002,103.760002,102.400002,102.949997,92.847237,1819000
2015/9/3,2015,103.019997,104.470001,102.339996,103.010002,93.551102,2336900
2015/9/4,2015,101.800003,102.370003,100.989998,101.440002,92.125244,2890000
2015/9/8,2015,103.209999,104.269997,102.040001,104.269997,94.695374,2592500
2015/9/9,2015,105.029999,105.400002,103.75,104.300003,94.722633,2470200
2015/9/10,2015,103.779999,105.800003,103.419998,105.190002,95.530907,3322600
2015/9/11,2015,104.93,105.050003,104.080002,104.769997,95.149467,2412500
2015/9/14,2015,104.839996,105,103.93,104.410004,94.822533,1783900
2015/9/15,2015,104.889999,105.910004,104.160004,105.699997,95.994072,1934500
2015/9/16,2015,105.139999,107.5,105.139999,107.449997,97.583382,1922100
2015/9/17,2015,107.279999,108.220001,106.620003,107.050003,97.220108,2397300
2015/9/18,2015,105.360001,106.160004,104.540001,105.129997,95.47641,3108300
2015/9/21,2015,105.190002,106.129997,104.739998,105.25,95.585403,1655300
2015/9/22,2015,103.93,104.440002,102.730003,103.43,93.932503,1725600
2015/9/23,2015,103.230003,103.610001,100.419998,100.639999,91.398697,2877200
2015/9/24,2015,100,101.43,98.550003,101,91.725662,2723900
2015/9/25,2015,101.720001,102.099998,100.599998,100.919998,91.653,2011400
2015/9/28,2015,99.989998,100.82,99.080002,99.169998,90.063698,2025900
2015/9/29,2015,99.269997,100.730003,99.120003,100.550003,91.316986,1497700
2015/9/30,2015,101.290001,102.110001,101.029999,101.860001,92.506668,2388000
2015/10/1,2015,102.099998,102.550003,100.550003,101.410004,92.097984,2627200
2015/10/2,2015,100.389999,103.150002,99.589996,103.150002,93.67823,1874300
2015/10/5,2015,104.019997,106.510002,103.639999,106.339996,96.575294,1940900
2015/10/6,2015,105.889999,106.610001,105.470001,105.970001,96.239288,1739300
2015/10/7,2015,106.239998,107.239998,105.260002,107.239998,97.392647,1224600
2015/10/8,2015,107.300003,108.720001,106.970001,108.589996,98.61869,1339700
2015/10/9,2015,109.099998,109.519997,108.290001,108.650002,98.673187,1368100
2015/10/12,2015,108.599998,109.099998,108.040001,108.529999,98.564201,674200
2015/10/13,2015,107.480003,108.43,107.379997,108.370003,98.4189,1461400
2015/10/14,2015,108.309998,109.300003,107.940002,108.970001,98.963806,1693800
2015/10/15,2015,109.5,109.949997,108.620003,109.489998,99.43605,1588900
2015/10/16,2015,110.230003,110.239998,108.730003,109.43,99.381569,1354800
2015/10/19,2015,108.540001,109.410004,108.449997,109.129997,99.109116,1424500
2015/10/20,2015,109.150002,109.93,108.470001,109.360001,99.317986,1101000
2015/10/21,2015,109.510002,109.519997,107.720001,107.879997,97.9739,964400
2015/10/22,2015,108.82,110.589996,108.309998,110.260002,100.135345,1164100
2015/10/23,2015,111,112.080002,110.379997,111.75,101.488525,1442600
2015/10/26,2015,111.529999,111.949997,109.93,110.139999,100.026375,1481900
2015/10/27,2015,109.5,110.440002,108.699997,109.269997,99.236259,1236900
2015/10/28,2015,109.389999,110.709999,108.660004,109.910004,99.817474,1950900
2015/10/29,2015,110.459999,114.720001,110.300003,112.75,102.39669,2939900
2015/10/30,2015,113.660004,114.489998,111.07,111.089996,100.889122,2628300
2015/11/2,2015,111.349998,112.870003,111.18,112.379997,102.060677,1663300
2015/11/3,2015,112.089996,113.940002,111.800003,113.559998,103.132324,1502600
2015/11/4,2015,113.879997,114.129997,112.839996,113.019997,102.641907,1696100
2015/11/5,2015,112.699997,113.839996,112.410004,113.379997,102.968842,1704200
2015/11/6,2015,112.690002,114,112.5,113.580002,103.15049,936600
2015/11/9,2015,113.239998,113.550003,111.709999,112.5,102.169655,984000
2015/11/10,2015,112.260002,112.489998,110.660004,111.599998,101.35228,1324600
2015/11/11,2015,111.779999,111.989998,110.290001,111.040001,100.843727,917700
2015/11/12,2015,109.949997,111.010002,109.849998,110.160004,100.044525,1096900
2015/11/13,2015,110.160004,116.07,109.949997,113.510002,103.086929,3184700
2015/11/16,2015,113.489998,116.290001,113.400002,115.980003,105.330116,2451700
2015/11/17,2015,116.019997,118.580002,112.32,113.410004,102.996094,5891100
2015/11/18,2015,113.510002,115.709999,112.879997,115.580002,104.966843,1758700
2015/11/19,2015,115.449997,116.099998,114.879997,115.559998,104.948685,1408900
2015/11/20,2015,115.669998,116.970001,114.889999,115.050003,104.485497,1473800
2015/11/23,2015,114.989998,115.5,114.410004,114.580002,104.05867,1085600
2015/11/24,2015,114.150002,114.389999,113.260002,114.029999,103.559174,1422800
2015/11/25,2015,113.720001,114.099998,113.07,113.209999,102.814461,1566200
2015/11/27,2015,113.080002,114.260002,112.93,113.910004,103.450203,889900
2015/11/30,2015,113.660004,114.18,112.57,112.800003,102.442108,2564700
2015/12/1,2015,112.25,112.360001,110.169998,112.029999,101.742813,2185900
2015/12/2,2015,111.550003,112.120003,110.220001,110.360001,100.226166,1739200
2015/12/3,2015,110.129997,110.5,107.919998,109.059998,99.691406,1619700
2015/12/4,2015,109.57,110.360001,109.010002,110.279999,100.806618,1932200
2015/12/7,2015,109.660004,110.120003,109.089996,109.559998,100.148468,1149100
2015/12/8,2015,108.190002,109.160004,106.589996,106.720001,97.552429,2107300
2015/12/9,2015,106.93,108.139999,106.620003,107.059998,97.863235,1865100
2015/12/10,2015,106.459999,107.559998,106.279999,106.68,97.515884,1510600
2015/12/11,2015,104.940002,106.050003,104.940002,105.300003,96.254402,1939300
2015/12/14,2015,105.160004,105.550003,104.029999,104.720001,95.724243,1595400
2015/12/15,2015,105.5,106.5,105.25,105.809998,96.720596,1446800
2015/12/16,2015,106.620003,107.080002,104.559998,105.989998,96.885147,1670200
2015/12/17,2015,106.269997,106.510002,102.870003,102.919998,94.07885,1730100
2015/12/18,2015,102.330002,102.669998,101.470001,101.519997,92.799126,2015100
2015/12/21,2015,102.040001,102.589996,101.300003,102.120003,93.347588,1703000
2015/12/22,2015,102.550003,103.540001,102.019997,102.809998,93.978302,1553800
2015/12/23,2015,103.580002,105,103.389999,104.739998,95.742516,1655900
2015/12/24,2015,104.379997,104.849998,104.139999,104.510002,95.532288,493100
2015/12/28,2015,104.019997,104.099998,103.220001,103.779999,94.86499,644100
2015/12/29,2015,104.669998,104.839996,104.029999,104.400002,95.431732,637900
2015/12/30,2015,104.160004,104.32,103.18,103.18,94.316528,1261600
2015/12/31,2015,102.800003,103.709999,102.279999,102.400002,93.603531,930900
2016/1/4,2016,101.029999,101.769997,100.519997,101.669998,92.936241,1853500
2016/1/5,2016,102.510002,102.529999,99.959999,101.32,92.616325,1589200
2016/1/6,2016,99.830002,101.389999,99.639999,100.300003,91.683922,1885300
2016/1/7,2016,98.839996,100.07,97.599998,97.790001,89.389557,2002700
2016/1/8,2016,98.040001,99.220001,97.330002,97.849998,89.444397,2541000
2016/1/11,2016,98.370003,99.089996,97.629997,98.440002,89.983704,2389200
2016/1/12,2016,99.5,100.010002,98.300003,99.889999,91.309143,1736500
2016/1/13,2016,100.589996,102.32,97.550003,98.010002,89.590645,2652800
2016/1/14,2016,98.239998,100.339996,97.510002,99.790001,91.217743,1928500
2016/1/15,2016,99.410004,99.790001,96.510002,97.389999,89.023911,1584700
2016/1/19,2016,98.480003,98.599998,96.629997,98.18,89.746056,1822000
2016/1/20,2016,96.57,98.809998,96,97.82,89.416977,2844600
2016/1/21,2016,98.25,98.790001,97.190002,97.959999,89.544952,1653200
2016/1/22,2016,99.400002,99.690002,97.639999,98.089996,89.663773,1746800
2016/1/25,2016,97.599998,98.150002,96,96.129997,87.872139,1400000
2016/1/26,2016,96.519997,98.379997,95.940002,98.139999,89.709465,1350100
2016/1/27,2016,97.809998,99.629997,97.739998,98.099998,89.672913,2132200
2016/1/28,2016,98.639999,99.199997,97.910004,98.199997,89.764313,1815000
2016/1/29,2016,96.769997,100.019997,95.599998,100,91.409683,3435200
2016/2/1,2016,99.830002,100.980003,98.370003,100.529999,91.894157,2402500
2016/2/2,2016,97.830002,99.260002,97.779999,98.150002,89.71862,2462400
2016/2/3,2016,99.330002,103.300003,98.949997,103.290001,94.417061,2563200
2016/2/4,2016,103.349998,106.989998,103.349998,105.529999,96.464661,2169200
2016/2/5,2016,104.970001,105.519997,103.68,105.099998,96.071594,2021200
2016/2/8,2016,104.519997,104.800003,100.470001,101.93,93.173912,2926200
2016/2/9,2016,101.769997,104.199997,101.489998,103.82,94.901535,1592800
2016/2/10,2016,104.309998,105.290001,103,103.370003,94.490211,1107300
2016/2/11,2016,101.739998,103.160004,101.260002,102.059998,93.292732,1594100
2016/2/12,2016,102.760002,103.949997,102.209999,103.830002,94.910706,978100
2016/2/16,2016,105.040001,105.040001,103.459999,104,95.066086,1878700
2016/2/17,2016,104.870003,105.400002,104.32,104.5,95.523132,1449200
2016/2/18,2016,104.309998,104.860001,104.080002,104.5,95.523132,995300
2016/2/19,2016,104.410004,104.559998,102.970001,103.309998,94.435356,1354300
2016/2/22,2016,103.889999,105.050003,103.57,104.220001,95.267197,1273100
2016/2/23,2016,103.529999,103.809998,101.599998,102.220001,93.439003,1294600
2016/2/24,2016,100.919998,102.139999,100.800003,101.889999,93.137344,1493800
2016/2/25,2016,102.209999,102.910004,101.040001,102.610001,93.795494,1758900
2016/2/26,2016,103.300003,104.220001,102.440002,103.239998,94.371368,1582100
2016/2/29,2016,103.370003,103.93,101.75,101.790001,93.045937,1325500
2016/3/1,2016,102.849998,105.529999,102.389999,105.339996,96.29097,1591500
2016/3/2,2016,104.709999,105.260002,103.330002,104.139999,95.194061,1582700
2016/3/3,2016,103.57,105.980003,102.720001,105.839996,97.449829,1295700
2016/3/4,2016,106.059998,110.089996,105.919998,108.790001,100.165993,2152400
2016/3/7,2016,109.18,109.730003,107.629997,108.589996,99.981834,1851700
2016/3/8,2016,107.529999,108.690002,106.629997,108.139999,99.56752,1315000
2016/3/9,2016,108.419998,109.349998,107.849998,109.059998,100.414574,1416000
2016/3/10,2016,109.760002,111.32,109.300003,110.660004,101.887756,2592500
2016/3/11,2016,111.080002,112.209999,110.599998,111.110001,102.302086,2132100
2016/3/14,2016,110.699997,111.050003,109.589996,109.900002,101.188004,1279100
2016/3/15,2016,108.949997,109.639999,108.57,109.440002,100.764473,1057300
2016/3/16,2016,109.260002,110.660004,108.82,110.129997,101.399765,1331000
2016/3/17,2016,110.660004,113.550003,110.589996,113.120003,104.152748,2289100
2016/3/18,2016,113.510002,113.650002,112.809998,112.879997,103.93177,2287000
2016/3/21,2016,112.879997,113.400002,112.75,112.959999,104.00544,1122600
2016/3/22,2016,112.629997,112.860001,111.82,112.580002,103.655563,1246700
2016/3/23,2016,112.389999,113.360001,111.660004,112.800003,103.858109,1229500
2016/3/24,2016,111.879997,112.099998,111,111.739998,102.882133,1106200
2016/3/28,2016,112.059998,112.720001,111.949997,112.449997,103.535858,852300
2016/3/29,2016,111.949997,112.809998,111.589996,112.459999,103.545067,960700
2016/3/30,2016,113.18,115.220001,112.919998,115,105.883705,1708100
2016/3/31,2016,114.93,115.32,114.360001,114.449997,105.377319,1751700
2016/4/1,2016,113.949997,115.489998,112.720001,115.239998,106.104683,1171100
2016/4/4,2016,114.5,115.599998,114.300003,114.709999,105.616699,977500
2016/4/5,2016,113.82,114.449997,112.379997,112.989998,104.033051,1285900
2016/4/6,2016,113.099998,113.330002,111.730003,113.279999,104.300072,976700
2016/4/7,2016,112.529999,112.75,111.290001,111.669998,102.81768,878400
